NAME,IATA
Nukutepipi Airport,NKP
Nuku Hiva Airport,NHV
Hiva Oa-Atuona Airport,AUQ
Ua Pou Airport,UAP
Ua Huka Airport,UAH
Bora Bora Airport,BOB
Tetiaroa Airport,TTI
Rangiroa Airport,RGI
Huahine-Fare Airport,HUH
Moorea Airport,MOZ
Hao Airport,HOI
Maupiti Airport,MAU
Raiatea Airport,RFP
Tupai Airport,TPX
Mururoa Atoll Airport,UOA
Vahitahi Airport,VHZ
Nuguria Airstrip,NUG
Yucca Airstrip,UCC
Mota Lava Airport,MTV
Sola Airport,SLH
Torres Airstrip,TOH
Siwo Airport,EAE
Craig Cove Airport,CCV
Longana Airport,LOD
Sara Airport,SSR
Tavie Airport,PBJ
Lamap Airport,LPM
Lamen Bay Airport,LNB
Maewo-Naone Airport,MWF
Lonorore Airport,LNE
Norsup Airport,NUS
Gaua Island Airport,ZGU
Redcliffe Airport,RCL
Santo Pekoa International Airport,SON
Tongoa Airport,TGH
Ul?Ÿ??i Airport,ULB
Valesdir Airport,VLS
Walaha Airport,WLH
Southwest Bay Airport,SWJ
North West Santo Airport,OLJ
Aneityum Airport,AUY
Aniwa Airport,AWD
Dillon's Bay Airport,DLY
Futuna Airport,FTA
Ipota Airport,IPA
Quion Hill Airport,UIQ
Bauerfield International Airport,VLI
Tanna Airport,TAH
Nowata Airport,NWT
Tiga Airport,TGJ
?Ÿ??le Art - Waala Airport,BMY
Kon?Ÿ?? Airport,KNQ
?Ÿ??le des Pins Airport,ILP
Nesson Airport,HLU
Koumac Airport,KOC
Lifou Airport,LIF
Noum?Ÿ??a Magenta Airport,GEA
Edmond Can?Ÿ?? Airport,IOU
Poum Airport,PUV
Mueo Airport,PDC
Mar?Ÿ?? Airport,MEE
Touho Airport,TOU
Ouv?Ÿ??a Airport,UVE
La Tontouta International Airport,NOU
Auckland International Airport,AKL
Taupo Airport,TUO
Ardmore Airport,AMZ
Ashburton Aerodrome,ASG
Christchurch International Airport,CHC
Chatham Islands-Tuuta Airport,CHT
Coromandel Aerodrome,CMV
Dargaville Aerodrome,DGR
Dunedin Airport,DUD
Franz Josef Aerodrome,WHO
Great Barrier Aerodrome,GBZ
Greymouth Airport,GMN
Gisborne Airport,GIS
Glentanner Airport,GTN
Hokitika Airfield,HKK
Hamilton International Airport,HLZ
Waiheke Reeve Airport,WIK
Kaikoura Airport,KBZ
Kerikeri Airport,KKE
Kaikohe Airport,KKO
Kaitaia Airport,KAT
Alexandra Airport,ALR
Matamata Glider Airport,MTA
Mount Cook Airport,MON
Milford Sound Airport,MFN
Motueka Airport,MZP
Manapouri Airport,TEU
Hood Airport,MRO
New Plymouth Airport,NPL
Hawke's Bay Airport,NPE
Nelson Airport,NSN
Invercargill Airport,IVC
RNZAF Base Ohakea,OHA
Oamaru Airport,OAM
Palmerston North Airport,PMR
Picton Aerodrome,PCN
Paraparaumu Airport,PPQ
Queenstown International Airport,ZQN
Raglan Airfield,RAG
Ryan's Creek Aerodrome,SZS
Rotorua Regional Airport,ROT
Tauranga Airport,TRG
Thames Aerodrome,TMZ
Takaka Airport,KTF
Tokoroa Airfield,TKZ
Taharoa Aerodrome,THH
Timaru Airport,TIU
Pukaki Airport,TWZ
Woodbourne Airport,BHE
Wanaka Airport,WKA
Whakatane Airport,WHK
Wellington International Airport,WLG
Wairoa Airport,WIR
Whangarei Airport,WRE
Westport Airport,WSZ
Whitianga Airport,WTZ
Wanganui Airport,WAG
Kneeland Airport,NLN
Benton Field,BZF
Shank Air Base,OAA
Bamiyan Airport,BIN
Bost Airport,BST
Chakcharan Airport,CCN
Sardeh Band Airport,SBF
Darwaz Airport,DAZ
Farah Airport,FAH
Fayzabad Airport,FBD
Ghazni Airport,GZI
Khwahan Airport,KWH
Herat Airport,HEA
Bagram Air Base,OAI
Jalalabad Airport,JAA
Gardez Airport,GRG
Hamid Karzai International Airport,KBL
Kandahar Airport,KDH
Khost Chapman Airport,KHT
Maimana Airport,MMZ
Mazar I Sharif Airport,MZR
Urgun Airport,URN
Qala-I-Naw Airport,LQN
Sharana Airstrip,OAS
Shindand Airport,OAH
Sheghnan Airport,SGA
Tarin Kowt Airport,TII
Talolqan Airport,TQN
Konduz Airport,UND
Camp Bastion Airport,OAZ
Zaranj Airport,ZAJ
Bahrain International Airport,BAH
Corisco International Airport,OCS
Abha Regional Airport,AHB
Al Ahsa Airport,HOF
Al Baha Airport,ABT
Bisha Airport,BHH
King Fahd International Airport,DMM
King Salman Abdulaziz Airport,DWD
King Abdulaziz Air Base,DHA
Jizan Regional Airport,GIZ
Gassim Airport,ELQ
Gurayat Domestic Airport,URY
Ha'il Airport,HAS
Jubail Airport,QJB
King Abdulaziz International Airport,JED
King Khaled Military City Airport,KMC
King Khaled Air Base,KMX
Prince Mohammad Bin Abdulaziz Airport,MED
Nejran Airport,EAM
Neom Airport,NUM
Al Qaisumah/Hafr Al Batin Airport,AQI
Prince Sultan Air Base,AKH
Rafha Domestic Airport,RAH
King Khaled International Airport,RUH
Arar Domestic Airport,RAE
Riyadh Air Base,XXN
Sharurah Airport,SHW
Al-Jawf Domestic Airport,AJF
Sulayel Airport,SLF
Tabuk Airport,TUU
Ta?›????if Regional Airport,TIF
Turaif Domestic Airport,TUI
Wadi Al Dawasir Airport,WAE
Al Wajh Domestic Airport,EJH
Prince Abdulmohsin Bin Abdulaziz Airport,YNB
Zilfi Airport,ZUL
Ogeranang Airport,OGE
Ogubsucum Airport,OGM
Bahregan Airport,IAQ
Abadan Airport,ABD
Dezful Airport,DEF
Aghajari Airport,AKW
Gachsaran Airport,GCH
Omidiyeh Airport,OMI
Mahshahr Airport,MRX
Ahwaz Airport,AWZ
Abu Musa Island Airport,AEU
Bushehr Airport,BUZ
Jam Airport,KNR
Kish International Airport,KIH
Bandar Lengeh Airport,BDH
Persian Gulf International Airport,PGU
Khark Island Airport,KHK
Sirri Island Airport,SXI
Lavan Island Airport,LVP
Shahid Ashrafi Esfahani Airport,KSH
Ilam Airport,IIL
Khoram Abad Airport,KHD
Sanandaj Airport,SDG
Hesa Airport,IFH
Kashan Airport,KKS
Esfahan Shahid Beheshti International Airport,IFN
Shahrekord Airport,CQD
Sardar-e-Jangal Airport,RAS
Hamadan Airport,HDM
Arak Airport,AJK
Imam Khomeini International Airport,IKA
Mehrabad International Airport,THR
Qazvin Airport,GZW
Payam International Airport,PYK
Semnan Municipal Airport,SNX
Bandar Abbas International Airport,BND
Jiroft Airport,JYR
Kerman Airport,KER
Bam Airport,BXR
Havadarya Airport,HDR
Rafsanjan Airport,RJN
Sirjan Airport,SYJ
Birjand Airport,XBJ
Sarakhs Airport,CKT
Shahroud Airport,RUD
Mashhad International Airport,MHD
Bojnord Airport,BJB
Sabzevar National Airport,AFZ
Tabas Airport,TCX
Kalaleh Airport,KLM
Gorgan Airport,GBT
Bishe Kola Air Base,BSM
Noshahr Airport,NSH
Ramsar Airport,RZR
Dasht-e Naz Airport,SRY
Fasa Airport,FAZ
Jahrom Airport,JAR
Lar Airport,LRR
Lamerd Airport,LFM
Shiraz Shahid Dastghaib International Airport,SYZ
Yasouj Airport,YES
Khoy Airport,KHY
Ardabil Airport,ADU
Sahand Airport,ACP
Parsabade Moghan Airport,PFQ
Urmia Airport,OMH
Tabriz International Airport,TBZ
Maku National Airport,IMQ
Zanjan Airport,JWN
Shahid Sadooghi Airport,AZD
Zabol Airport,ACZ
Konarak Airport,ZBR
Zahedan International Airport,ZAH
Iran Shahr Airport,IHR
Jask Airport,JSK
Queen Alia International Airport,AMM
Amman-Marka International Airport,ADJ
Aqaba King Hussein International Airport,AQJ
King Hussein Air College,OMF
Ahmed Al Jaber Air Base,XIJ
Kuwait International Airport,KWI
Okao Airport,OKV
Beirut Rafic Hariri International Airport,BEY
Rene Mouawad Air Base,KYE
Olsobip Airport,OLQ
Dibba Airport,BYB
Adam Airport,AOM
Duqm International Airport,DQM
Rustaq Airport,MNH
Abu Dhabi International Airport,AUH
Bateen Airport,AZI
Al Ain International Airport,AAN
Al Dhafra Air Base,DHF
Sir Bani Yas Airport,XSB
Dubai International Airport,DXB
Al Minhad Air Base,NHD
Al Maktoum International Airport,DWC
Fujairah International Airport,FJR
Osmanabad Airport,OMN
Ras Al Khaimah International Airport,RKT
Sharjah International Airport,SHJ
Preah Vinhear Airport,OMY
Ononge Airport,ONB
Buraimi Airport,RMB
Fahud Airport,FAU
Qarn Alam Airport,RNM
Ja'Aluni Airport,JNJ
Khasab Air Base,KHS
Lekhwair Airport,LKW
Masirah Air Base,MSH
Muscat International Airport,MCT
Marmul Airport,OMM
Salalah Airport,SLL
Sohar Airport,OHS
Sur Airport,SUH
Thumrait Air Base,TTH
Dadu West Airport,DDU
Bhagatanwala Airport,BHW
Bannu Airport,BNP
Bahawalnagar Airport,WGB
Bahawalpur Airport,BHV
Chitral Airport,CJL
Chilas Airport,CHB
Dalbandin Airport,DBA
Dadu Airport,DDU
Dera Ghazi Khan Airport,DEA
Dera Ismael Khan Airport,DSK
Faisalabad International Airport,LYP
Gwadar International Airport,GWD
Gilgit Airport,GIL
Islamabad International Airport,ISB
Shahbaz Air Base,JAG
Jiwani Airport,JIW
Jinnah International Airport,KHI
Hyderabad Airport,HDD
Khuzdar Airport,KDD
Kalat Airport,KBH
Kohat Airport,OHT
Alama Iqbal International Airport,LHE
Loralai Airport,LRG
Mangla Airport,XJM
Muzaffarabad Airport,MFG
Mianwali Air Base,MWD
Moenjodaro Airport,MJD
Sindhri Tharparkar Airport,MPD
Minhas Air Base,ATG
Multan International Airport,MUX
Shaheed Benazirabad Airport,WNS
Nushki Airport,NHS
Ormara Airport,ORW
Parachinar Airport,PAJ
Panjgur Airport,PJG
Pasni Airport,PSI
Peshawar International Airport,PEW
Quetta International Airport,UET
Shaikh Zaid Airport,RYK
Rawalakot Airport,RAZ
Sibi Airport,SBQ
Skardu Airport,KDU
Sukkur Airport,SKZ
Sehwan Sharif Airport,SYW
Mushaf Air Base,SGI
Saidu Sharif Airport,SDT
Sialkot Airport,SKT
Sui Airport,SUL
Sahiwal Airport,SWN
Tarbela Dam Airport,TLB
Talhar Airport,BDN
Taftan Airport,TFT
Turbat International Airport,TUK
Wana Airport,WAF
Zhob Airport,PZH
Al Asad Air Base,IQA
Al Taqaddum Air Base,TQD
Bamarni Airport,BMN
Baghdad International Airport,BGW
Mosul International Airport,OSM
Erbil International Airport,EBL
Kirkuk Air Base,KIK
Basrah International Airport,BSR
Al Najaf International Airport,NJF
Qayyarah West Airport,RQW
Sulaymaniyah International Airport,ISU
Ali Air Base,XNH
Aleppo International Airport,ALP
Damascus International Airport,DAM
Deir ez-Zor Air Base,DEZ
Omora Airport,OSE
Ossima Airport,OSG
Qamishli Airport,KAC
Bassel Al-Assad International Airport,LTK
Palmyra Airport,PMS
Doha International Airport,DIA
Al Udeid Air Base,XJD
Hamad International Airport,DOH
Andre Maggi Airport,OTT
Oria Airport,OTY
Oum Hadjer Airport,OUM
Orientos Airport,OXO
Aden International Airport,ADE
Abbse Airport,EAB
Ataq Airport,AXK
Al-Bayda Airport,BYD
Beihan Airport,BHN
Al-Bough Airport,BUK
Al Ghaidah International Airport,AAY
Hodeidah International Airport,HOD
Kamaran Airport,KAM
Mareb Airport,MYN
Mukeiras Airport,UKR
Qishn Airport,IHN
Riyan Mukalla International Airport,RIY
Sadah Airport,SYE
Sana'a International Airport,SAH
Socotra International Airport,SCT
Sayun International Airport,GXF
Ta'izz International Airport,TAI
Achutupo Airport,ACU
Alligandi Airport,AIL
Carti Airport,CTE
Mulatupo Airport,MPP
Play?Ÿ??n Chico Airport,PYC
San Miguel Airport,NMG
Yaviza Airport,PYV
Bahia Pi?Ÿ?ña Airport,BFQ
EL Real Airport,ELE
Contadora Airport,OTD
Sambu Airport,SAX
Atka Airport,AKB
Port Moller Airport,PML
"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ
Barter Island LRRS Airport,BTI
Bethel Airport,BET
Beluga Airport,BVU
Allen Army Airfield,BIG
Buckland Airport,BKC
Big Mountain Airport,BMX
Wiley Post Will Rogers Memorial Airport,BRW
Bettles Airport,BTT
Cold Bay Airport,CDB
Central Airport,CEM
Chalkyitsik Airport,CIK
Chefornak Airport,CYF
Scammon Bay Airport,SCM
Circle City /New/ Airport,IRC
Merle K (Mudhole) Smith Airport,CDV
Coldfoot Airport,CXF
Yakataga Airport,CYT
Cape Romanzof LRRS Airport,CZF
Deering Airport,DRG
Red Dog Airport,RDB
Adak Airport,ADK
Dillingham Airport,DLG
Marshall Don Hunter Sr Airport,MLL
Kodiak Airport,ADQ
Unalaska Airport,DUT
Kongiganak Airport,KKH
Elmendorf Air Force Base,EDF
Eek Airport,EEK
Eagle Airport,EAA
Cape Newenham LRRS Airport,EHM
Eielson Air Force Base,EIL
Emmonak Airport,EMK
Kenai Municipal Airport,ENA
Newtok Airport,WWT
Fairbanks International Airport,FAI
Ladd AAF Airfield,FBK
Ambler Airport,ABL
Nikolai Airport,NIB
Five Mile Airport,FMC
Farewell Airport,FWL
Edward G. Pitka Sr Airport,GAL
Galbraith Lake Airport,GBH
Kwigillingok Airport,KWK
Shungnak Airport,SHG
Gulkana Airport,GKN
Golovin Airport,GLV
Gambell Airport,GAM
Big Lake Airport,BGQ
Gustavus Airport,GST
Nightmute Airport,NME
Skagway Airport,SGY
Holy Cross Airport,HCR
Huslia Airport,HSL
Haines Airport,HNS
Homer Airport,HOM
Hooper Bay Airport,HPB
Hughes Airport,HUS
Shageluk Airport,SHX
Igiugig Airport,IGG
Egegik Airport,EGX
Bob Baker Memorial Airport,IAN
Iliamna Airport,ILI
Indian Mountain LRRS Airport,UTO
McKinley National Park Airport,MCL
Wales Airport,WAA
Juneau International Airport,JNU
Koliganek Airport,KGK
Kodiak Municipal Airport,KDK
False Pass Airport,KFP
Akhiok Airport,AKK
Kipnuk Airport,KPN
Koyuk Alfred Adams Airport,KKA
Kulik Lake Airport,LKK
King Salmon Airport,AKN
Nikolski Air Station,IKO
Anaktuvuk Pass Airport,AKP
Ketchikan International Airport,KTN
Ugnu-Kuparuk Airport,UUK
Kaltag Airport,KAL
Klawock Airport,KLW
Karluk Airport,KYK
Larsen Bay Airport,KLN
Kalskag Airport,KLG
Alpine Airstrip,DQH
Chandalar Lake Airport,WCR
Cape Lisburne LRRS Airport,LUR
Manokotak Airport,KMO
McGrath Airport,MCG
Middleton Island Airport,MDO
Minchumina Airport,LMA
St Michael Airport,SMK
Manley Hot Springs Airport,MLY
Mountain Village Airport,MOU
Merrill Field,MRI
Mc Carthy Airport,MXY
Mekoryuk Airport,MYU
Napakiak Airport,WNA
Ted Stevens Anchorage International Airport,ANC
Aniak Airport,ANI
Nenana Municipal Airport,ENN
Nondalton Airport,NNL
Annette Island Airport,ANN
Nulato Airport,NUL
Anvik Airport,ANV
New Stuyahok Airport,KNW
Kobuk Airport,OBU
Portage Creek Airport,PCA
Hoonah Airport,HNH
Nome Airport,OME
Toksook Bay Airport,OOK
Northway Airport,ORT
Ralph Wien Memorial Airport,OTZ
Nelson Lagoon Airport,NLG
St George Airport,STG
Port Clarence Coast Guard Station,KPC
Perryville Airport,KPV
Petersburg James A Johnson Airport,PSG
Port Heiden Airport,PTH
Napaskiak Airport,PKA
Platinum Airport,PTU
Pilot Point Airport,PIP
Point Hope Airport,PHO
Prospect Creek Airport,PPC
Quinhagak Airport,KWN
Nuiqsut Airport,NUI
Arctic Village Airport,ARC
Russian Mission Airport,RSH
Ruby Airport,RBY
Savoonga Airport,SVA
Deadhorse Airport,SCC
Sand Point Airport,SDP
Shishmaref Airport,SHH
Sitka Rocky Gutierrez Airport,SIT
Selawik Airport,WLK
Sleetmute Airport,SLQ
St Mary's Airport,KSM
St Paul Island Airport,SNP
Seldovia Airport,SOV
Sheep Mountain Airport,SMU
Summit Airport,UMM
Sparrevohn LRRS Airport,SVW
Skwentna Airport,SKW
Soldotna Airport,SXQ
Eareckson Air Station,SYA
Ralph M Calhoun Memorial Airport,TAL
Tin City Long Range Radar Station Airport,TNC
Teller Airport,TLA
Togiak Airport,TOG
Talkeetna Airport,TKA
Tatalina LRRS Airport,TLJ
Atqasuk Edward Burnell Sr Memorial Airport,ATK
Alakanuk Airport,AUK
Umiat Airport,UMT
Unalakleet Airport,UNK
Willow Airport,WOW
Chevak Airport,VAK
King Cove Airport,KVC
Valdez Pioneer Field,VDZ
Venetie Airport,VEE
Kivalina Airport,KVL
Beaver Airport,WBQ
Seward Airport,SWD
Wrangell Airport,WRG
Wainwright Airport,AIN
White Mountain Airport,WMO
Noatak Airport,WTK
Wasilla Airport,WWA
Yakutat Airport,YAK
Canton Island Airport,CIS
Punta Colorada Airport,PCO
Boun Neau Airport,PCQ
Pindiu Airport,PDI
Presidente Jos?Ÿ?? Sarney Airport,PDR
Machu Pichu Airport,MFT
Akiak Airport,AKI
Allakaket Airport,AET
Pacific City State Airport,PFC
Chenega Bay Airport,NCN
Clarks Point Airport,CLP
Elim Airport,ELI
Kasigluk Airport,KUK
Kokhanok Airport,KNK
Kotlik Airport,KOT
Brevig Mission Airport,KTS
Koyukuk Airport,KYU
Kwethluk Airport,KWT
Robert (Bob) Curtis Memorial Airport,ORV
Shaktoolik Airport,SKK
Tok Junction Airport,TKJ
South Naknek Nr 2 Airport,WSN
Fort Yukon Airport,FYU
Cape Rodney Airport,CPN
Emirau Airport,EMI
Erave Airport,ERE
Esa'ala Airport,ESA
Garaina Airport,GAR
Gonaili Airport,GOE
Bapi Airstrip,BPD
Biangabip Airport,BPK
Nowata Airport,NWT
Sengapi Airstrip,SGK
Kibuli Airstrip,KII
Anguganak Airport,AKG
Tadji Airport,TAJ
Awaba Airport,AWB
Bialla Airport,BAA
Chungribu Airport,CVB
Gasmata Island Airport,GMI
Green River Airport,GVI
Hayfields Airport,HYF
Ihu Airport,IHU
Nissan Island Airport,IIS
Jacquinot Bay Airport,JAQ
Kandrian Airport,KDR
Kokoda Airport,KKD
Kamusi Airport,KUY
Kawito Airport,KWO
Lumi Airport,LMI
Lake Murray Airport,LMY
Obo Airport,OBX
Balimo Airport,OPU
Suki Airport,SKC
Tufi Airport,TFI
Telefomin Airport,TFM
Tol Airport,TLO
Nuku Airport,UKU
Sule Airport,ULE
Baimuru Airport,VMU
Wipim Airport,WPM
Yegepa Airport,PGE
Port Graham Airport,PGM
Rota International Airport,ROP
Saipan International Airport,SPN
Andersen Air Force Base,UAM
Antonio B. Won Pat International Airport,GUM
Tinian International Airport,TIQ
Laguindingan Airport,CGY
El Nido Airport,ENI
Barking Sands Airport,BKH
Dillingham Airfield,HDH
Wheeler Army Airfield,HHI
Hana Airport,HNM
Kapalua Airport,JHM
Kalaeloa Airport,JRF
Ellison Onizuka Kona International At Keahole Airport,KOA
Lihue Airport,LIH
Kalaupapa Airport,LUP
Molokai Airport,MKK
Waimea Kohala Airport,MUE
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,NGF
Daniel K Inouye International Airport,HNL
Lanai Airport,LNY
Kahului Airport,OGG
Port Allen Airport,PAK
Bradshaw Army Airfield,BSF
Hilo International Airport,ITO
Upolu Airport,UPP
Bhurban Heliport,BHC
Campbellpore Airport,CWP
Gujrat Airport,GRT
Mansehra Airport,HRA
Kadanwari Airport,KCF
Reko Diq Airport,REQ
Sawan Airport,RZS
Eniwetok Airport,ENT
Marshall Islands International Airport,MAJ
Kaieteur International Airport,KAI
Bucholz Army Air Field,KWA
Cassidy International Airport,CXI
Paiela Airport,PLE
Tabuaeran Island Airport,TNV
Washington Island Airstrip,TNQ
Henderson Field,MDY
Phanom Sarakham Airport,PMM
Pimaga Airport,PMP
Point Lay LRRS Airport,PIZ
Param Airport,PPX
Humacao Airport,HUC
Siocon Airport,XSO
Chuuk International Airport,TKK
Pohnpei International Airport,PNI
Babelthuap Airport,ROR
Kosrae International Airport,KSA
Yap International Airport,YAP
Puas Airport,PUA
Wake Island Airfield,AWK
Bah?Ÿ??a Negra Airport,BFA
Fuerte Olimpo Airport,OLK
Puerto Leda Airport,PBT
Puerto La Victoria Airport,PCJ
Kili Airport,KIO
Rakanda Airport,RAA
Arawa Airport,RAW
Oram Airport,RAX
Raba Raba Airport,RBP
Kinmen Airport,KNH
Matsu Nangan Airport,LZN
Taitung Airport,TTT
Lyudao Airport,GNI
Kaohsiung International Airport,KHH
Chiayi Airport,CYI
Hengchun Airport,HCN
Lanyu Airport,KYD
Taichung Ching Chuang Kang Airport,RMQ
Matsu Beigan Airport,MFK
Tainan Airport,TNN
Hsinchu Air Base,HSZ
Makung Airport,MZG
Pingtung North Airport,PIF
Taipei Songshan Airport,TSA
Taiwan Taoyuan International Airport,TPE
Wang-an Airport,WOT
Hualien Airport,HUN
Red Devil Airport,RDV
Alxa Right Banner Badanjilin Airport,RHT
Narita International Airport,NRT
Matsumoto Airport,MMJ
Ibaraki Airport / JASDF Hyakuri Air Base,IBR
JMSDF Minami Torishima Air Base,MUS
Iwo Jima Airport,IWO
Kansai International Airport,KIX
Nanki Shirahama Airport,SHM
Kobe Airport,UKB
Konotori Tajima Airport,TJH
Tokachi-Obihiro Airport,OBO
New Chitose Airport,CTS
Hakodate Airport,HKD
Kushiro Airport,KUH
Memanbetsu Airport,MMB
Nakashibetsu Airport,SHB
Okadama Airport,OKD
Rebun Airport,RBJ
Wakkanai Airport,WKJ
Amakusa Airport,AXJ
Iki Airport,IKI
Yamaguchi Ube Airport,UBJ
Tsushima Airport,TSJ
Monbetsu Airport,MBE
Asahikawa Airport,AKJ
Okushiri Airport,OIR
Rishiri Airport,RIS
Yakushima Airport,KUM
Fukue Airport,FUJ
Fukuoka Airport,FUK
New Tanegashima Airport,TNE
Kagoshima Airport,KOJ
Miyazaki Airport,KMI
Oita Airport,OIT
Kitakyushu Airport,KKJ
Saga Airport,HSG
Kumamoto Airport,KMJ
Nagasaki Airport,NGS
Chubu Centrair International Airport,NGO
Amami Airport,ASJ
Okierabu Airport,OKE
Kikai Airport,KKX
Tokunoshima Airport,TKN
Nagoya Airport,NKM
Fukui Airport,FKJ
Gifu Airport,QGU
Komatsu Airport,KMQ
Oki Global Geopark Airport,OKI
Mt. Fuji Shizuoka Airport,FSZ
Toyama Airport,TOY
Noto Airport,NTQ
Hiroshima Airport,HIJ
Okayama Momotaro Airport,OKJ
Izumo En-Musubi Airport,IZO
Yonago Kitaro Airport / JASDF Miho Air Base,YGJ
Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,IWK
Kochi Ryoma Airport,KCZ
Matsuyama Airport,MYJ
Osaka International Airport,ITM
Tottori Sand Dunes Conan Airport,TTJ
Tokushima Airport/JMSDF Air Base,TKS
Takamatsu Airport,TAK
Iwami Airport,IWJ
Aomori Airport,AOJ
Yamagata Airport,GAJ
Sado Airport,SDS
Fukushima Airport,FKS
Hachinohe Airport,HHE
Hanamaki Airport,HNA
Akita Airport,AXT
Misawa Air Base,MSJ
Niigata Airport,KIJ
Odate Noshiro Airport,ONJ
Sendai Airport,SDJ
Shonai Airport,SYO
JMSDF Atsugi Air Base / Naval Air Facility Atsugi,NJA
Hachijojima Airport,HAC
Oshima Airport,OIM
Miyakejima Airport,MYE
Tokyo Haneda International Airport,HND
Yokota Air Base,OKO
Muan International Airport,MWX
Gwangju Airport,KWJ
Kunsan Air Base,KUV
Jeon Ju Airport (G-703),CHN
Yeosu Airport,RSU
Gangneung Airport (K-18),KAG
Wonju/Hoengseong Air Base (K-38/K-46),WJU
Yangyang International Airport,YNY
Jeju International Airport,CJU
Jeongseok Airport,JDG
Jinhae Airbase/Airport (G-813/K-10),CHF
Gimhae International Airport,PUS
Sacheon Air Base/Airport,HIN
Ulsan Airport,USN
Pocheon G 217 Airport,QJP
Incheon International Airport,ICN
Seoul Air Base (K-16),SSN
Osan Air Base,OSN
Gimpo International Airport,GMP
Suwon Airport,SWU
Taean Airport,QDY
Pohang Airport (G-815/K-3),KPO
Daegu Airport,TAE
Seosan Air Base,HMY
Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ
Yecheon Airbase,YEC
Kairuku Airport,RKU
Rokeby Airport,RKY
Rosella Plains Airport,RLP
Rampart Airport,RMP
Regi?Ÿ??n de Murcia International Airport,RMU
Naha Airport,OKA
Kadena Air Base,DNA
Kumejima Airport,UEO
Kerama Airport,KJP
Minami-Daito Airport,MMD
Miyako Airport,MMY
Aguni Airport,AGJ
Ie Jima Airport,IEJ
Hateruma Airport,HTR
Kitadaito Airport,KTD
Shimojishima Airport,SHI
Tarama Airport,TRA
Yoron Airport,RNJ
Yonaguni Airport,OGN
Balesin Island Airport,BSI
Subic Bay International Airport,SFS
